Código Município Completo;Nome_UF;Nome_Mesorregião;Nome_Microrregião;Nome_Município;Area_Municipio;;;;;
3531704;São Paulo;Vale do Paraíba Paulista;Campos do Jordão;Monteiro Lobato;Área Rural;;;;;
3531902;São Paulo;Ribeirão Preto;São Joaquim da Barra;Morro Agudo;Área Rural;;;;;
3532009;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Morungaba;Área Rural;;;;;
3532058;São Paulo;Araraquara;Araraquara;Motuca;Área Rural;;;;;
3532108;São Paulo;Araçatuba;Andradina;Murutinga do Sul;Área Rural;;;;;
3532157;São Paulo;Assis;Assis;Nantes;Área Rural;;;;;
3532207;São Paulo;Presidente Prudente;Presidente Prudente;Narandiba;Área Rural;;;;;
3532306;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Natividade da Serra;Área Rural;;;;;
3532405;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Nazaré Paulista;Área Rural;;;;;
3532504;São Paulo;São José do Rio Preto;Nhandeara;Neves Paulista;Área Rural;;;;;
3532603;São Paulo;São José do Rio Preto;Nhandeara;Nhandeara;Centro Urbano;;;;;
3532702;São Paulo;São José do Rio Preto;Nhandeara;Nipoã;Área Rural;;;;;
3532801;São Paulo;São José do Rio Preto;São José do Rio Preto;Nova Aliança;Área Rural;;;;;
3532827;São Paulo;Itapetininga;Itapeva;Nova Campina;Área Rural;;;;;
3532843;São Paulo;São José do Rio Preto;Jales;Nova Canaã Paulista;Área Rural;;;;;
3532868;São Paulo;São José do Rio Preto;Auriflama;Nova Castilho;Área Rural;;;;;
3532900;São Paulo;Araraquara;Araraquara;Nova Europa;Área Rural;;;;;
3533007;São Paulo;São José do Rio Preto;São José do Rio Preto;Nova Granada;Área Rural;;;;;
3533106;São Paulo;Presidente Prudente;Dracena;Nova Guataporanga;Área Rural;;;;;
3533205;São Paulo;Araçatuba;Andradina;Nova Independência;Área Rural;;;;;
3533304;São Paulo;São José do Rio Preto;Auriflama;Nova Luzitânia;Área Rural;;;;;
3533403;São Paulo;Campinas;Campinas;Nova Odessa;Área Rural;;;;;
3533254;São Paulo;São José do Rio Preto;Catanduva;Novais;Área Rural;;;;;
3533502;São Paulo;São José do Rio Preto;Novo Horizonte;Novo Horizonte;Centro Urbano;;;;;
3533601;São Paulo;Ribeirão Preto;São Joaquim da Barra;Nuporanga;Área Rural;;;;;
3533700;São Paulo;Marília;Marília;Ocauçu;Área Rural;;;;;
3533809;São Paulo;Assis;Ourinhos;Óleo;Área Rural;;;;;
3533908;São Paulo;São José do Rio Preto;São José do Rio Preto;Olímpia;Área Rural;;;;;
3534005;São Paulo;São José do Rio Preto;São José do Rio Preto;Onda Verde;Área Rural;;;;;
3534104;São Paulo;Marília;Marília;Oriente;Área Rural;;;;;
3534203;São Paulo;São José do Rio Preto;São José do Rio Preto;Orindiúva;Área Rural;;;;;
3534302;São Paulo;Ribeirão Preto;São Joaquim da Barra;Orlândia;Área Rural;;;;;
3534401;São Paulo;Metropolitana de São Paulo;Osasco;Osasco;Centro Urbano;;;;;
3534500;São Paulo;Marília;Marília;Oscar Bressane;Área Rural;;;;;
3534609;São Paulo;Presidente Prudente;Adamantina;Osvaldo Cruz;Área Rural;;;;;
3534708;São Paulo;Assis;Ourinhos;Ourinhos;Centro Urbano;;;;;
3534807;São Paulo;Presidente Prudente;Dracena;Ouro Verde;Área Rural;;;;;
3534757;São Paulo;São José do Rio Preto;Fernandópolis;Ouroeste;Área Rural;;;;;
3534906;São Paulo;Presidente Prudente;Adamantina;Pacaembu;Área Rural;;;;;
3535002;São Paulo;São José do Rio Preto;São José do Rio Preto;Palestina;Área Rural;;;;;
3535101;São Paulo;São José do Rio Preto;Catanduva;Palmares Paulista;Área Rural;;;;;
3535200;São Paulo;São José do Rio Preto;Jales;Palmeira d'Oeste;Área Rural;;;;;
3535309;São Paulo;Assis;Assis;Palmital;Área Rural;;;;;
3535408;São Paulo;Presidente Prudente;Dracena;Panorama;Área Rural;;;;;
3535507;São Paulo;Assis;Assis;Paraguaçu Paulista;Área Rural;;;;;
3535606;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Paraibuna;Área Rural;;;;;
3535705;São Paulo;São José do Rio Preto;Catanduva;Paraíso;Área Rural;;;;;
3535804;São Paulo;Bauru;Avaré;Paranapanema;Área Rural;;;;;
3535903;São Paulo;São José do Rio Preto;Jales;Paranapuã;Área Rural;;;;;
3536000;São Paulo;Presidente Prudente;Adamantina;Parapuã;Área Rural;;;;;
3536109;São Paulo;Bauru;Botucatu;Pardinho;Área Rural;;;;;
3536208;São Paulo;Litoral Sul Paulista;Registro;Pariquera-Açu;Área Rural;;;;;
3536257;São Paulo;São José do Rio Preto;Votuporanga;Parisi;Área Rural;;;;;
3536307;São Paulo;Ribeirão Preto;Franca;Patrocínio Paulista;Área Rural;;;;;
3536406;São Paulo;Presidente Prudente;Dracena;Paulicéia;Área Rural;;;;;
3536505;São Paulo;Campinas;Campinas;Paulínia;Área Rural;;;;;
3536570;São Paulo;Bauru;Bauru;Paulistânia;Área Rural;;;;;
3536604;São Paulo;São José do Rio Preto;São José do Rio Preto;Paulo de Faria;Área Rural;;;;;
3536703;São Paulo;Bauru;Jaú;Pederneiras;Área Rural;;;;;
3536802;São Paulo;Campinas;Amparo;Pedra Bela;Área Rural;;;;;
3536901;São Paulo;São José do Rio Preto;Fernandópolis;Pedranópolis;Área Rural;;;;;
3537008;São Paulo;Ribeirão Preto;Franca;Pedregulho;Área Rural;;;;;
3537107;São Paulo;Campinas;Campinas;Pedreira;Área Rural;;;;;
3537156;São Paulo;Assis;Assis;Pedrinhas Paulista;Área Rural;;;;;
3537206;São Paulo;Litoral Sul Paulista;Itanhaém;Pedro de Toledo;Área Rural;;;;;
3537305;São Paulo;Araçatuba;Birigui;Penápolis;Área Rural;;;;;
3537404;São Paulo;Araçatuba;Andradina;Pereira Barreto;Área Rural;;;;;
3537503;São Paulo;Itapetininga;Tatuí;Pereiras;Área Rural;;;;;
3537602;São Paulo;Litoral Sul Paulista;Itanhaém;Peruíbe;Área Rural;;;;;
3537701;São Paulo;Araçatuba;Birigui;Piacatu;Área Rural;;;;;
3537800;São Paulo;Macro Metropolitana Paulista;Piedade;Piedade;Centro Urbano;;;;;
3537909;São Paulo;Macro Metropolitana Paulista;Piedade;Pilar do Sul;Área Rural;;;;;
3538006;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Pindamonhangaba;Área Rural;;;;;
3538105;São Paulo;São José do Rio Preto;Catanduva;Pindorama;Área Rural;;;;;
3538204;São Paulo;Campinas;Amparo;Pinhalzinho;Área Rural;;;;;
3538303;São Paulo;Presidente Prudente;Presidente Prudente;Piquerobi;Área Rural;;;;;
3538501;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Piquete;Área Rural;;;;;
3538600;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Piracaia;Área Rural;;;;;
3538709;São Paulo;Piracicaba;Piracicaba;Piracicaba;Centro Urbano;;;;;
3538808;São Paulo;Assis;Ourinhos;Piraju;Área Rural;;;;;
3538907;São Paulo;Bauru;Bauru;Pirajuí;Área Rural;;;;;
3539004;São Paulo;Ribeirão Preto;Jaboticabal;Pirangi;Área Rural;;;;;
3539103;São Paulo;Metropolitana de São Paulo;Osasco;Pirapora do Bom Jesus;Área Rural;;;;;
3539202;São Paulo;Presidente Prudente;Presidente Prudente;Pirapozinho;Área Rural;;;;;
3539301;São Paulo;Campinas;Pirassununga;Pirassununga;Centro Urbano;;;;;
3539400;São Paulo;Bauru;Bauru;Piratininga;Área Rural;;;;;
3539509;São Paulo;Ribeirão Preto;Jaboticabal;Pitangueiras;Área Rural;;;;;
3539608;São Paulo;São José do Rio Preto;São José do Rio Preto;Planalto;Área Rural;;;;;
3539707;São Paulo;Assis;Assis;Platina;Área Rural;;;;;
3539806;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Poá;Área Rural;;;;;
3539905;São Paulo;São José do Rio Preto;Nhandeara;Poloni;Área Rural;;;;;
3540002;São Paulo;Marília;Marília;Pompéia;Área Rural;;;;;
3540101;São Paulo;Bauru;Bauru;Pongaí;Área Rural;;;;;
3540200;São Paulo;Ribeirão Preto;Ribeirão Preto;Pontal;Área Rural;;;;;
3540259;São Paulo;São José do Rio Preto;Jales;Pontalinda;Área Rural;;;;;
3540309;São Paulo;São José do Rio Preto;Votuporanga;Pontes Gestal;Área Rural;;;;;
3540408;São Paulo;São José do Rio Preto;Jales;Populina;Área Rural;;;;;
3540507;São Paulo;Itapetininga;Tatuí;Porangaba;Área Rural;;;;;
3540606;São Paulo;Macro Metropolitana Paulista;Sorocaba;Porto Feliz;Área Rural;;;;;
3540705;São Paulo;Campinas;Pirassununga;Porto Ferreira;Área Rural;;;;;
3540754;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Potim;Área Rural;;;;;
3540804;São Paulo;São José do Rio Preto;São José do Rio Preto;Potirendaba;Área Rural;;;;;
3540853;São Paulo;Presidente Prudente;Adamantina;Pracinha;Área Rural;;;;;
3540903;São Paulo;Ribeirão Preto;Ribeirão Preto;Pradópolis;Área Rural;;;;;
3541000;São Paulo;Metropolitana de São Paulo;Santos;Praia Grande;Área Rural;;;;;
3541059;São Paulo;Bauru;Botucatu;Pratânia;Área Rural;;;;;
3541109;São Paulo;Bauru;Bauru;Presidente Alves;Área Rural;;;;;
3541208;São Paulo;Presidente Prudente;Presidente Prudente;Presidente Bernardes;Área Rural;;;;;
3541307;São Paulo;Presidente Prudente;Presidente Prudente;Presidente Epitácio;Área Rural;;;;;
3541406;São Paulo;Presidente Prudente;Presidente Prudente;Presidente Prudente;Centro Urbano;;;;;
3541505;São Paulo;Presidente Prudente;Presidente Prudente;Presidente Venceslau;Área Rural;;;;;
3541604;São Paulo;Bauru;Lins;Promissão;Área Rural;;;;;
3541653;São Paulo;Itapetininga;Tatuí;Quadra;Área Rural;;;;;
3541703;São Paulo;Assis;Assis;Quatá;Área Rural;;;;;
3541802;São Paulo;Marília;Tupã;Queiroz;Área Rural;;;;;
3541901;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Queluz;Área Rural;;;;;
3542008;São Paulo;Marília;Tupã;Quintana;Área Rural;;;;;
3542107;São Paulo;Piracicaba;Piracicaba;Rafard;Área Rural;;;;;
3542206;São Paulo;Presidente Prudente;Presidente Prudente;Rancharia;Área Rural;;;;;
3542305;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Redenção da Serra;Área Rural;;;;;
3542404;São Paulo;Presidente Prudente;Presidente Prudente;Regente Feijó;Área Rural;;;;;
3542503;São Paulo;Bauru;Bauru;Reginópolis;Área Rural;;;;;
3542602;São Paulo;Litoral Sul Paulista;Registro;Registro;Centro Urbano;;;;;
3542701;São Paulo;Ribeirão Preto;Franca;Restinga;Área Rural;;;;;
3542800;São Paulo;Itapetininga;Capão Bonito;Ribeira;Área Rural;;;;;
3542909;São Paulo;Araraquara;São Carlos;Ribeirão Bonito;Área Rural;;;;;
3543006;São Paulo;Itapetininga;Capão Bonito;Ribeirão Branco;Área Rural;;;;;
3543105;São Paulo;Ribeirão Preto;Franca;Ribeirão Corrente;Área Rural;;;;;
3543204;São Paulo;Assis;Ourinhos;Ribeirão do Sul;Área Rural;;;;;
3543238;São Paulo;Presidente Prudente;Presidente Prudente;Ribeirão dos Índios;Área Rural;;;;;
3543253;São Paulo;Itapetininga;Capão Bonito;Ribeirão Grande;Área Rural;;;;;
3543303;São Paulo;Metropolitana de São Paulo;São Paulo;Ribeirão Pires;Área Rural;;;;;
3543402;São Paulo;Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Centro Urbano;;;;;
3543600;São Paulo;Ribeirão Preto;Franca;Rifaina;Área Rural;;;;;
3543709;São Paulo;Araraquara;Araraquara;Rincão;Área Rural;;;;;
3543808;São Paulo;Presidente Prudente;Adamantina;Rinópolis;Área Rural;;;;;
3543907;São Paulo;Piracicaba;Rio Claro;Rio Claro;Centro Urbano;;;;;
3544004;São Paulo;Piracicaba;Piracicaba;Rio das Pedras;Área Rural;;;;;
3544103;São Paulo;Metropolitana de São Paulo;São Paulo;Rio Grande da Serra;Área Rural;;;;;
3544202;São Paulo;São José do Rio Preto;Votuporanga;Riolândia;Área Rural;;;;;
3543501;São Paulo;Itapetininga;Itapeva;Riversul;Área Rural;;;;;
3544251;São Paulo;Presidente Prudente;Presidente Prudente;Rosana;Área Rural;;;;;
3544301;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Roseira;Área Rural;;;;;
3544400;São Paulo;Araçatuba;Araçatuba;Rubiácea;Área Rural;;;;;
3544509;São Paulo;São José do Rio Preto;Jales;Rubinéia;Área Rural;;;;;
3544608;São Paulo;Bauru;Lins;Sabino;Área Rural;;;;;
3544707;São Paulo;Presidente Prudente;Adamantina;Sagres;Área Rural;;;;;
3544806;São Paulo;São José do Rio Preto;Novo Horizonte;Sales;Área Rural;;;;;
3544905;São Paulo;Ribeirão Preto;São Joaquim da Barra;Sales Oliveira;Área Rural;;;;;
3545001;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Salesópolis;Área Rural;;;;;
3545100;São Paulo;Presidente Prudente;Adamantina;Salmourão;Área Rural;;;;;
3545159;São Paulo;Piracicaba;Piracicaba;Saltinho;Área Rural;;;;;
3545209;São Paulo;Macro Metropolitana Paulista;Sorocaba;Salto;Área Rural;;;;;
3545308;São Paulo;Macro Metropolitana Paulista;Sorocaba;Salto de Pirapora;Área Rural;;;;;
3545407;São Paulo;Assis;Ourinhos;Salto Grande;Área Rural;;;;;
3545506;São Paulo;Presidente Prudente;Presidente Prudente;Sandovalina;Área Rural;;;;;
3545605;São Paulo;São José do Rio Preto;Catanduva;Santa Adélia;Área Rural;;;;;
3545704;São Paulo;São José do Rio Preto;Jales;Santa Albertina;Área Rural;;;;;
3545803;São Paulo;Campinas;Campinas;Santa Bárbara d'Oeste;Área Rural;;;;;
3546009;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Santa Branca;Área Rural;;;;;
3546108;São Paulo;São José do Rio Preto;Jales;Santa Clara d'Oeste;Área Rural;;;;;
3546207;São Paulo;Piracicaba;Limeira;Santa Cruz da Conceição;Área Rural;;;;;
3546256;São Paulo;Ribeirão Preto;Batatais;Santa Cruz da Esperança;Área Rural;;;;;
3546306;São Paulo;Campinas;Pirassununga;Santa Cruz das Palmeiras;Área Rural;;;;;
3546405;São Paulo;Assis;Ourinhos;Santa Cruz do Rio Pardo;Área Rural;;;;;
3546504;São Paulo;Ribeirão Preto;Jaboticabal;Santa Ernestina;Área Rural;;;;;
3546603;São Paulo;São José do Rio Preto;Jales;Santa Fé do Sul;Área Rural;;;;;
3546702;São Paulo;Piracicaba;Limeira;Santa Gertrudes;Área Rural;;;;;
3546801;São Paulo;Metropolitana de São Paulo;Guarulhos;Santa Isabel;Área Rural;;;;;
3546900;São Paulo;Araraquara;Araraquara;Santa Lúcia;Área Rural;;;;;
3547007;São Paulo;Piracicaba;Piracicaba;Santa Maria da Serra;Área Rural;;;;;
3547106;São Paulo;Presidente Prudente;Dracena;Santa Mercedes;Área Rural;;;;;
3547502;São Paulo;Ribeirão Preto;Ribeirão Preto;Santa Rita do Passa Quatro;Área Rural;;;;;
3547403;São Paulo;São José do Rio Preto;Jales;Santa Rita d'Oeste;Área Rural;;;;;
3547601;São Paulo;Ribeirão Preto;Ribeirão Preto;Santa Rosa de Viterbo;Área Rural;;;;;
3547650;São Paulo;São José do Rio Preto;Jales;Santa Salete;Área Rural;;;;;
3547205;São Paulo;São José do Rio Preto;Jales;Santana da Ponte Pensa;Área Rural;;;;;
3547304;São Paulo;Metropolitana de São Paulo;Osasco;Santana de Parnaíba;Área Rural;;;;;
3547700;São Paulo;Presidente Prudente;Presidente Prudente;Santo Anastácio;Área Rural;;;;;
3547809;São Paulo;Metropolitana de São Paulo;São Paulo;Santo André;Área Rural;;;;;
3547908;São Paulo;Ribeirão Preto;Batatais;Santo Antônio da Alegria;Área Rural;;;;;
3548005;São Paulo;Campinas;Mogi Mirim;Santo Antônio de Posse;Área Rural;;;;;
3548054;São Paulo;Araçatuba;Araçatuba;Santo Antônio do Aracanguá;Área Rural;;;;;
3548104;São Paulo;Campinas;São João da Boa Vista;Santo Antônio do Jardim;Área Rural;;;;;
3548203;São Paulo;Vale do Paraíba Paulista;Campos do Jordão;Santo Antônio do Pinhal;Área Rural;;;;;
3548302;São Paulo;Presidente Prudente;Presidente Prudente;Santo Expedito;Área Rural;;;;;
3548401;São Paulo;Araçatuba;Birigui;Santópolis do Aguapeí;Área Rural;;;;;
3548500;São Paulo;Metropolitana de São Paulo;Santos;Santos;Centro Urbano;;;;;
3548609;São Paulo;Vale do Paraíba Paulista;Campos do Jordão;São Bento do Sapucaí;Área Rural;;;;;
3548708;São Paulo;Metropolitana de São Paulo;São Paulo;São Bernardo do Campo;Área Rural;;;;;
3548807;São Paulo;Metropolitana de São Paulo;São Paulo;São Caetano do Sul;Área Rural;;;;;
3548906;São Paulo;Araraquara;São Carlos;São Carlos;Centro Urbano;;;;;
3549003;São Paulo;São José do Rio Preto;Jales;São Francisco;Área Rural;;;;;
3549102;São Paulo;Campinas;São João da Boa Vista;São João da Boa Vista;Centro Urbano;;;;;
3549201;São Paulo;São José do Rio Preto;Fernandópolis;São João das Duas Pontes;Área Rural;;;;;
3549250;São Paulo;São José do Rio Preto;Auriflama;São João de Iracema;Área Rural;;;;;
3549300;São Paulo;Presidente Prudente;Dracena;São João do Pau d'Alho;Área Rural;;;;;
3549409;São Paulo;Ribeirão Preto;São Joaquim da Barra;São Joaquim da Barra;Centro Urbano;;;;;
3549508;São Paulo;Ribeirão Preto;Franca;São José da Bela Vista;Área Rural;;;;;
3549607;São Paulo;Vale do Paraíba Paulista;Bananal;São José do Barreiro;Área Rural;;;;;
3549706;São Paulo;Campinas;São João da Boa Vista;São José do Rio Pardo;Área Rural;;;;;
3549805;São Paulo;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;Centro Urbano;;;;;
3549904;São Paulo;Vale do Paraíba Paulista;São José dos Campos;São José dos Campos;Centro Urbano;;;;;
3549953;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;São Lourenço da Serra;Área Rural;;;;;
3550001;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;São Luiz do Paraitinga;Área Rural;;;;;
3550100;São Paulo;Bauru;Botucatu;São Manuel;Área Rural;;;;;
3550209;São Paulo;Macro Metropolitana Paulista;Piedade;São Miguel Arcanjo;Área Rural;;;;;
3550308;São Paulo;Metropolitana de São Paulo;São Paulo;São Paulo;Centro Urbano;;;;;
3550407;São Paulo;Piracicaba;Piracicaba;São Pedro;Área Rural;;;;;
3550506;São Paulo;Assis;Ourinhos;São Pedro do Turvo;Área Rural;;;;;
3550605;São Paulo;Macro Metropolitana Paulista;Sorocaba;São Roque;Área Rural;;;;;
3550704;São Paulo;Vale do Paraíba Paulista;Caraguatatuba;São Sebastião;Área Rural;;;;;
3550803;São Paulo;Campinas;São João da Boa Vista;São Sebastião da Grama;Área Rural;;;;;
3550902;São Paulo;Ribeirão Preto;Ribeirão Preto;São Simão;Área Rural;;;;;
3551009;São Paulo;Metropolitana de São Paulo;Santos;São Vicente;Área Rural;;;;;
3551108;São Paulo;Macro Metropolitana Paulista;Sorocaba;Sarapuí;Área Rural;;;;;
3551207;São Paulo;Assis;Ourinhos;Sarutaiá;Área Rural;;;;;
3551306;São Paulo;São José do Rio Preto;Nhandeara;Sebastianópolis do Sul;Área Rural;;;;;
3551405;São Paulo;Ribeirão Preto;Ribeirão Preto;Serra Azul;Área Rural;;;;;
3551603;São Paulo;Campinas;Amparo;Serra Negra;Área Rural;;;;;
3551504;São Paulo;Ribeirão Preto;Ribeirão Preto;Serrana;Área Rural;;;;;
3551702;São Paulo;Ribeirão Preto;Ribeirão Preto;Sertãozinho;Área Rural;;;;;
3551801;São Paulo;Litoral Sul Paulista;Registro;Sete Barras;Área Rural;;;;;
3551900;São Paulo;São José do Rio Preto;Catanduva;Severínia;Área Rural;;;;;
3552007;São Paulo;Vale do Paraíba Paulista;Bananal;Silveiras;Área Rural;;;;;
3552106;São Paulo;Campinas;Amparo;Socorro;Área Rural;;;;;
3552205;São Paulo;Macro Metropolitana Paulista;Sorocaba;Sorocaba;Centro Urbano;;;;;
3552304;São Paulo;Araçatuba;Andradina;Sud Mennucci;Área Rural;;;;;
3552403;São Paulo;Campinas;Campinas;Sumaré;Área Rural;;;;;
3552551;São Paulo;Araçatuba;Andradina;Suzanápolis;Área Rural;;;;;
3552502;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Suzano;Área Rural;;;;;
3552601;São Paulo;São José do Rio Preto;Catanduva;Tabapuã;Área Rural;;;;;
3552700;São Paulo;Araraquara;Araraquara;Tabatinga;Área Rural;;;;;
3552809;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Taboão da Serra;Área Rural;;;;;
3552908;São Paulo;Presidente Prudente;Presidente Prudente;Taciba;Área Rural;;;;;
3553005;São Paulo;Assis;Ourinhos;Taguaí;Área Rural;;;;;
3553104;São Paulo;Ribeirão Preto;Jaboticabal;Taiaçu;Área Rural;;;;;
3553203;São Paulo;Ribeirão Preto;Jaboticabal;Taiúva;Área Rural;;;;;
3553302;São Paulo;Campinas;São João da Boa Vista;Tambaú;Área Rural;;;;;
3553401;São Paulo;São José do Rio Preto;São José do Rio Preto;Tanabi;Área Rural;;;;;
3553500;São Paulo;Macro Metropolitana Paulista;Piedade;Tapiraí;Área Rural;;;;;
3553609;São Paulo;Campinas;São João da Boa Vista;Tapiratiba;Área Rural;;;;;
3553658;São Paulo;Ribeirão Preto;Jaboticabal;Taquaral;Área Rural;;;;;
3553708;São Paulo;Ribeirão Preto;Jaboticabal;Taquaritinga;Área Rural;;;;;
3553807;São Paulo;Itapetininga;Itapeva;Taquarituba;Área Rural;;;;;
3553856;São Paulo;Itapetininga;Itapeva;Taquarivaí;Área Rural;;;;;
3553906;São Paulo;Presidente Prudente;Presidente Prudente;Tarabai;Área Rural;;;;;
3553955;São Paulo;Assis;Assis;Tarumã;Área Rural;;;;;
3554003;São Paulo;Itapetininga;Tatuí;Tatuí;Centro Urbano;;;;;
3554102;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Taubaté;Área Rural;;;;;
3554201;São Paulo;Assis;Ourinhos;Tejupá;Área Rural;;;;;
3554300;São Paulo;Presidente Prudente;Presidente Prudente;Teodoro Sampaio;Área Rural;;;;;
3554409;São Paulo;Ribeirão Preto;Jaboticabal;Terra Roxa;Área Rural;;;;;
3554508;São Paulo;Piracicaba;Piracicaba;Tietê;Área Rural;;;;;
3554607;São Paulo;Assis;Ourinhos;Timburi;Área Rural;;;;;
3554656;São Paulo;Itapetininga;Tatuí;Torre de Pedra;Área Rural;;;;;
3554706;São Paulo;Piracicaba;Rio Claro;Torrinha;Área Rural;;;;;
3554755;São Paulo;Araraquara;Araraquara;Trabiju;Área Rural;;;;;
3554805;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Tremembé;Área Rural;;;;;
3554904;São Paulo;São José do Rio Preto;Jales;Três Fronteiras;Área Rural;;;;;
3554953;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Tuiuti;Área Rural;;;;;
3555000;São Paulo;Marília;Tupã;Tupã;Centro Urbano;;;;;
3555109;São Paulo;Presidente Prudente;Dracena;Tupi Paulista;Área Rural;;;;;
3555208;São Paulo;Araçatuba;Birigui;Turiúba;Área Rural;;;;;
