Código Município Completo;Nome_UF;Nome_Mesorregião;Nome_Microrregião;Nome_Município;Area_Municipio;;;;;
3503208;São Paulo;Araraquara;Araraquara;Araraquara;Centro Urbano;;;;;
3503307;São Paulo;Piracicaba;Limeira;Araras;Área Rural;;;;;
3503356;São Paulo;Marília;Tupã;Arco-Íris;Área Rural;;;;;
3503406;São Paulo;Bauru;Bauru;Arealva;Área Rural;;;;;
3503505;São Paulo;Vale do Paraíba Paulista;Bananal;Areias;Área Rural;;;;;
3503604;São Paulo;Bauru;Bauru;Areiópolis;Área Rural;;;;;
3503703;São Paulo;São José do Rio Preto;Catanduva;Ariranha;Área Rural;;;;;
3503802;São Paulo;Campinas;Mogi Mirim;Artur Nogueira;Área Rural;;;;;
3503901;São Paulo;Metropolitana de São Paulo;Guarulhos;Arujá;Área Rural;;;;;
3503950;São Paulo;São José do Rio Preto;Jales;Aspásia;Área Rural;;;;;
3504008;São Paulo;Assis;Assis;Assis;Centro Urbano;;;;;
3504107;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Atibaia;Área Rural;;;;;
3504206;São Paulo;São José do Rio Preto;Auriflama;Auriflama;Centro Urbano;;;;;
3504305;São Paulo;Bauru;Bauru;Avaí;Área Rural;;;;;
3504404;São Paulo;Araçatuba;Birigui;Avanhandava;Área Rural;;;;;
3504503;São Paulo;Bauru;Avaré;Avaré;Centro Urbano;;;;;
3504602;São Paulo;São José do Rio Preto;São José do Rio Preto;Bady Bassitt;Área Rural;;;;;
3504701;São Paulo;Bauru;Bauru;Balbinos;Área Rural;;;;;
3504800;São Paulo;São José do Rio Preto;São José do Rio Preto;Bálsamo;Área Rural;;;;;
3504909;São Paulo;Vale do Paraíba Paulista;Bananal;Bananal;Centro Urbano;;;;;
3505005;São Paulo;Itapetininga;Itapeva;Barão de Antonina;Área Rural;;;;;
3505104;São Paulo;Araçatuba;Birigui;Barbosa;Área Rural;;;;;
3505203;São Paulo;Bauru;Jaú;Bariri;Área Rural;;;;;
3505302;São Paulo;Bauru;Jaú;Barra Bonita;Área Rural;;;;;
3505351;São Paulo;Itapetininga;Capão Bonito;Barra do Chapéu;Área Rural;;;;;
3505401;São Paulo;Litoral Sul Paulista;Registro;Barra do Turvo;Área Rural;;;;;
3505500;São Paulo;Ribeirão Preto;Barretos;Barretos;Centro Urbano;;;;;
3505609;São Paulo;Ribeirão Preto;Ribeirão Preto;Barrinha;Área Rural;;;;;
3505708;São Paulo;Metropolitana de São Paulo;Osasco;Barueri;Área Rural;;;;;
3505807;São Paulo;Marília;Tupã;Bastos;Área Rural;;;;;
3505906;São Paulo;Ribeirão Preto;Batatais;Batatais;Centro Urbano;;;;;
3506003;São Paulo;Bauru;Bauru;Bauru;Centro Urbano;;;;;
3506102;São Paulo;Ribeirão Preto;Jaboticabal;Bebedouro;Área Rural;;;;;
3506201;São Paulo;Araçatuba;Araçatuba;Bento de Abreu;Área Rural;;;;;
3506300;São Paulo;Assis;Ourinhos;Bernardino de Campos;Área Rural;;;;;
3506359;São Paulo;Metropolitana de São Paulo;Santos;Bertioga;Área Rural;;;;;
3506409;São Paulo;Araçatuba;Birigui;Bilac;Área Rural;;;;;
3506508;São Paulo;Araçatuba;Birigui;Birigui;Centro Urbano;;;;;
3506607;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Biritiba Mirim;Área Rural;;;;;
3506706;São Paulo;Araraquara;Araraquara;Boa Esperança do Sul;Área Rural;;;;;
3506805;São Paulo;Bauru;Jaú;Bocaina;Área Rural;;;;;
3506904;São Paulo;Bauru;Botucatu;Bofete;Área Rural;;;;;
3507001;São Paulo;Itapetininga;Tatuí;Boituva;Área Rural;;;;;
3507100;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Bom Jesus dos Perdões;Área Rural;;;;;
3507159;São Paulo;Itapetininga;Itapeva;Bom Sucesso de Itararé;Área Rural;;;;;
3507209;São Paulo;Assis;Assis;Borá;Área Rural;;;;;
3507308;São Paulo;Bauru;Jaú;Boracéia;Área Rural;;;;;
3507407;São Paulo;Araraquara;Araraquara;Borborema;Área Rural;;;;;
3507456;São Paulo;Bauru;Bauru;Borebi;Área Rural;;;;;
3507506;São Paulo;Bauru;Botucatu;Botucatu;Centro Urbano;;;;;
3507605;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Bragança Paulista;Centro Urbano;;;;;
3507704;São Paulo;Araçatuba;Birigui;Braúna;Área Rural;;;;;
3507753;São Paulo;Araçatuba;Birigui;Brejo Alegre;Área Rural;;;;;
3507803;São Paulo;Ribeirão Preto;Ribeirão Preto;Brodowski;Área Rural;;;;;
3507902;São Paulo;Piracicaba;Rio Claro;Brotas;Área Rural;;;;;
3508009;São Paulo;Itapetininga;Itapeva;Buri;Área Rural;;;;;
3508108;São Paulo;Araçatuba;Birigui;Buritama;Área Rural;;;;;
3508207;São Paulo;Ribeirão Preto;Ituverava;Buritizal;Área Rural;;;;;
3508306;São Paulo;Bauru;Bauru;Cabrália Paulista;Área Rural;;;;;
3508405;São Paulo;Macro Metropolitana Paulista;Sorocaba;Cabreúva;Área Rural;;;;;
3508504;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Caçapava;Área Rural;;;;;
3508603;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Cachoeira Paulista;Área Rural;;;;;
3508702;São Paulo;Campinas;São João da Boa Vista;Caconde;Área Rural;;;;;
3508801;São Paulo;Bauru;Lins;Cafelândia;Área Rural;;;;;
3508900;São Paulo;Presidente Prudente;Presidente Prudente;Caiabu;Área Rural;;;;;
3509007;São Paulo;Metropolitana de São Paulo;Franco da Rocha;Caieiras;Área Rural;;;;;
3509106;São Paulo;Presidente Prudente;Presidente Prudente;Caiuá;Área Rural;;;;;
3509205;São Paulo;Metropolitana de São Paulo;Osasco;Cajamar;Área Rural;;;;;
3509254;São Paulo;Litoral Sul Paulista;Registro;Cajati;Área Rural;;;;;
3509304;São Paulo;São José do Rio Preto;Catanduva;Cajobi;Área Rural;;;;;
3509403;São Paulo;Ribeirão Preto;Batatais;Cajuru;Área Rural;;;;;
3509452;São Paulo;Itapetininga;Itapetininga;Campina do Monte Alegre;Área Rural;;;;;
3509502;São Paulo;Campinas;Campinas;Campinas;Centro Urbano;;;;;
3509601;São Paulo;Macro Metropolitana Paulista;Jundiaí;Campo Limpo Paulista;Área Rural;;;;;
3509700;São Paulo;Vale do Paraíba Paulista;Campos do Jordão;Campos do Jordão;Centro Urbano;;;;;
3509809;São Paulo;Assis;Assis;Campos Novos Paulista;Área Rural;;;;;
3509908;São Paulo;Litoral Sul Paulista;Registro;Cananéia;Área Rural;;;;;
3509957;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Canas;Área Rural;;;;;
3510005;São Paulo;Assis;Assis;Cândido Mota;Área Rural;;;;;
3510104;São Paulo;Ribeirão Preto;Jaboticabal;Cândido Rodrigues;Área Rural;;;;;
3510153;São Paulo;Assis;Ourinhos;Canitar;Área Rural;;;;;
3510203;São Paulo;Itapetininga;Capão Bonito;Capão Bonito;Centro Urbano;;;;;
3510302;São Paulo;Macro Metropolitana Paulista;Sorocaba;Capela do Alto;Área Rural;;;;;
3510401;São Paulo;Piracicaba;Piracicaba;Capivari;Área Rural;;;;;
3510500;São Paulo;Vale do Paraíba Paulista;Caraguatatuba;Caraguatatuba;Centro Urbano;;;;;
3510609;São Paulo;Metropolitana de São Paulo;Osasco;Carapicuíba;Área Rural;;;;;
3510708;São Paulo;São José do Rio Preto;Votuporanga;Cardoso;Área Rural;;;;;
3510807;São Paulo;Campinas;São João da Boa Vista;Casa Branca;Área Rural;;;;;
3510906;São Paulo;Ribeirão Preto;Batatais;Cássia dos Coqueiros;Área Rural;;;;;
3511003;São Paulo;Araçatuba;Andradina;Castilho;Área Rural;;;;;
3511102;São Paulo;São José do Rio Preto;Catanduva;Catanduva;Centro Urbano;;;;;
3511201;São Paulo;São José do Rio Preto;Catanduva;Catiguá;Área Rural;;;;;
3511300;São Paulo;São José do Rio Preto;São José do Rio Preto;Cedral;Área Rural;;;;;
3511409;São Paulo;Bauru;Avaré;Cerqueira César;Área Rural;;;;;
3511508;São Paulo;Itapetininga;Tatuí;Cerquilho;Área Rural;;;;;
3511607;São Paulo;Itapetininga;Tatuí;Cesário Lange;Área Rural;;;;;
3511706;São Paulo;Piracicaba;Piracicaba;Charqueada;Área Rural;;;;;
3557204;São Paulo;Assis;Ourinhos;Chavantes;Área Rural;;;;;
3511904;São Paulo;Araçatuba;Birigui;Clementina;Área Rural;;;;;
3512001;São Paulo;Ribeirão Preto;Barretos;Colina;Área Rural;;;;;
3512100;São Paulo;Ribeirão Preto;Barretos;Colômbia;Área Rural;;;;;
3512209;São Paulo;Piracicaba;Limeira;Conchal;Área Rural;;;;;
3512308;São Paulo;Bauru;Botucatu;Conchas;Área Rural;;;;;
3512407;São Paulo;Piracicaba;Limeira;Cordeirópolis;Área Rural;;;;;
3512506;São Paulo;Araçatuba;Birigui;Coroados;Área Rural;;;;;
3512605;São Paulo;Itapetininga;Itapeva;Coronel Macedo;Área Rural;;;;;
3512704;São Paulo;Piracicaba;Rio Claro;Corumbataí;Área Rural;;;;;
3512803;São Paulo;Campinas;Campinas;Cosmópolis;Área Rural;;;;;
3512902;São Paulo;São José do Rio Preto;Votuporanga;Cosmorama;Área Rural;;;;;
3513009;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Cotia;Área Rural;;;;;
3513108;São Paulo;Ribeirão Preto;Ribeirão Preto;Cravinhos;Área Rural;;;;;
3513207;São Paulo;Ribeirão Preto;Franca;Cristais Paulista;Área Rural;;;;;
3513306;São Paulo;Assis;Assis;Cruzália;Área Rural;;;;;
3513405;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Cruzeiro;Área Rural;;;;;
3513504;São Paulo;Metropolitana de São Paulo;Santos;Cubatão;Área Rural;;;;;
3513603;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Cunha;Área Rural;;;;;
3513702;São Paulo;Araraquara;São Carlos;Descalvado;Área Rural;;;;;
3513801;São Paulo;Metropolitana de São Paulo;São Paulo;Diadema;Área Rural;;;;;
3513850;São Paulo;São José do Rio Preto;Jales;Dirce Reis;Área Rural;;;;;
3513900;São Paulo;Campinas;São João da Boa Vista;Divinolândia;Área Rural;;;;;
3514007;São Paulo;Araraquara;Araraquara;Dobrada;Área Rural;;;;;
3514106;São Paulo;Bauru;Jaú;Dois Córregos;Área Rural;;;;;
3514205;São Paulo;São José do Rio Preto;Jales;Dolcinópolis;Área Rural;;;;;
3514304;São Paulo;Araraquara;São Carlos;Dourado;Área Rural;;;;;
3514403;São Paulo;Presidente Prudente;Dracena;Dracena;Centro Urbano;;;;;
3514502;São Paulo;Bauru;Bauru;Duartina;Área Rural;;;;;
3514601;São Paulo;Ribeirão Preto;Ribeirão Preto;Dumont;Área Rural;;;;;
3514700;São Paulo;Marília;Marília;Echaporã;Área Rural;;;;;
3514809;São Paulo;Litoral Sul Paulista;Registro;Eldorado;Área Rural;;;;;
3514908;São Paulo;Campinas;Campinas;Elias Fausto;Área Rural;;;;;
3514924;São Paulo;São José do Rio Preto;Catanduva;Elisiário;Área Rural;;;;;
3514957;São Paulo;São José do Rio Preto;Catanduva;Embaúba;Área Rural;;;;;
3515004;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Embu das Artes;Área Rural;;;;;
3515103;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Embu-Guaçu;Área Rural;;;;;
3515129;São Paulo;Presidente Prudente;Presidente Prudente;Emilianópolis;Área Rural;;;;;
3515152;São Paulo;Campinas;Mogi Mirim;Engenheiro Coelho;Área Rural;;;;;
3515186;São Paulo;Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Área Rural;;;;;
3515194;São Paulo;Assis;Ourinhos;Espírito Santo do Turvo;Área Rural;;;;;
3557303;São Paulo;Campinas;Mogi Mirim;Estiva Gerbi;Área Rural;;;;;
3515301;São Paulo;Presidente Prudente;Presidente Prudente;Estrela do Norte;Área Rural;;;;;
3515202;São Paulo;São José do Rio Preto;Fernandópolis;Estrela d'Oeste;Área Rural;;;;;
3515350;São Paulo;Presidente Prudente;Presidente Prudente;Euclides da Cunha Paulista;Área Rural;;;;;
3515400;São Paulo;Assis;Ourinhos;Fartura;Área Rural;;;;;
3515608;São Paulo;Ribeirão Preto;Jaboticabal;Fernando Prestes;Área Rural;;;;;
3515509;São Paulo;São José do Rio Preto;Fernandópolis;Fernandópolis;Centro Urbano;;;;;
3515657;São Paulo;Marília;Marília;Fernão;Área Rural;;;;;
3515707;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Ferraz de Vasconcelos;Área Rural;;;;;
3515806;São Paulo;Presidente Prudente;Adamantina;Flora Rica;Área Rural;;;;;
3515905;São Paulo;São José do Rio Preto;Auriflama;Floreal;Área Rural;;;;;
3516002;São Paulo;Presidente Prudente;Adamantina;Flórida Paulista;Área Rural;;;;;
3516101;São Paulo;Assis;Assis;Florínea;Área Rural;;;;;
3516200;São Paulo;Ribeirão Preto;Franca;Franca;Centro Urbano;;;;;
3516309;São Paulo;Metropolitana de São Paulo;Franco da Rocha;Francisco Morato;Área Rural;;;;;
3516408;São Paulo;Metropolitana de São Paulo;Franco da Rocha;Franco da Rocha;Centro Urbano;;;;;
3516507;São Paulo;Araçatuba;Birigui;Gabriel Monteiro;Área Rural;;;;;
3516606;São Paulo;Marília;Marília;Gália;Área Rural;;;;;
3516705;São Paulo;Marília;Marília;Garça;Área Rural;;;;;
3516804;São Paulo;São José do Rio Preto;Auriflama;Gastão Vidigal;Área Rural;;;;;
3516853;São Paulo;Araraquara;Araraquara;Gavião Peixoto;Área Rural;;;;;
3516903;São Paulo;São José do Rio Preto;Auriflama;General Salgado;Área Rural;;;;;
3517000;São Paulo;Bauru;Lins;Getulina;Área Rural;;;;;
3517109;São Paulo;Araçatuba;Birigui;Glicério;Área Rural;;;;;
3517208;São Paulo;Bauru;Lins;Guaiçara;Área Rural;;;;;
3517307;São Paulo;Bauru;Lins;Guaimbê;Área Rural;;;;;
3517406;São Paulo;Ribeirão Preto;São Joaquim da Barra;Guaíra;Área Rural;;;;;
3517505;São Paulo;São José do Rio Preto;São José do Rio Preto;Guapiaçu;Área Rural;;;;;
3517604;São Paulo;Itapetininga;Capão Bonito;Guapiara;Área Rural;;;;;
3517703;São Paulo;Ribeirão Preto;Ituverava;Guará;Área Rural;;;;;
3517802;São Paulo;Araçatuba;Andradina;Guaraçaí;Área Rural;;;;;
3517901;São Paulo;São José do Rio Preto;São José do Rio Preto;Guaraci;Área Rural;;;;;
3518008;São Paulo;São José do Rio Preto;Fernandópolis;Guarani d'Oeste;Área Rural;;;;;
3518107;São Paulo;Bauru;Bauru;Guarantã;Área Rural;;;;;
3518206;São Paulo;Araçatuba;Araçatuba;Guararapes;Área Rural;;;;;
3518305;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Guararema;Área Rural;;;;;
3518404;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Guaratinguetá;Centro Urbano;;;;;
3518503;São Paulo;Itapetininga;Itapetininga;Guareí;Área Rural;;;;;
3518602;São Paulo;Ribeirão Preto;Jaboticabal;Guariba;Área Rural;;;;;
3518701;São Paulo;Metropolitana de São Paulo;Santos;Guarujá;Área Rural;;;;;
3518800;São Paulo;Metropolitana de São Paulo;Guarulhos;Guarulhos;Centro Urbano;;;;;
3518859;São Paulo;Ribeirão Preto;Ribeirão Preto;Guatapará;Área Rural;;;;;
3518909;São Paulo;São José do Rio Preto;Auriflama;Guzolândia;Área Rural;;;;;
3519006;São Paulo;Marília;Tupã;Herculândia;Área Rural;;;;;
3519055;São Paulo;Campinas;Campinas;Holambra;Área Rural;;;;;
3519071;São Paulo;Campinas;Campinas;Hortolândia;Área Rural;;;;;
3519105;São Paulo;Bauru;Bauru;Iacanga;Área Rural;;;;;
3519204;São Paulo;Marília;Tupã;Iacri;Área Rural;;;;;
3519253;São Paulo;Bauru;Avaré;Iaras;Área Rural;;;;;
3519303;São Paulo;Araraquara;São Carlos;Ibaté;Área Rural;;;;;
3519402;São Paulo;São José do Rio Preto;São José do Rio Preto;Ibirá;Área Rural;;;;;
3519501;São Paulo;Assis;Assis;Ibirarema;Área Rural;;;;;
3519600;São Paulo;Araraquara;Araraquara;Ibitinga;Área Rural;;;;;
3519709;São Paulo;Macro Metropolitana Paulista;Piedade;Ibiúna;Área Rural;;;;;
3519808;São Paulo;São José do Rio Preto;São José do Rio Preto;Icém;Área Rural;;;;;
3519907;São Paulo;Assis;Assis;Iepê;Área Rural;;;;;
3520004;São Paulo;Bauru;Jaú;Igaraçu do Tietê;Área Rural;;;;;
3520103;São Paulo;Ribeirão Preto;Ituverava;Igarapava;Área Rural;;;;;
3520202;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Igaratá;Área Rural;;;;;
3520301;São Paulo;Litoral Sul Paulista;Registro;Iguape;Área Rural;;;;;
3520426;São Paulo;Litoral Sul Paulista;Registro;Ilha Comprida;Área Rural;;;;;
3520442;São Paulo;Araçatuba;Andradina;Ilha Solteira;Área Rural;;;;;
3520400;São Paulo;Vale do Paraíba Paulista;Caraguatatuba;Ilhabela;Área Rural;;;;;
3520509;São Paulo;Campinas;Campinas;Indaiatuba;Área Rural;;;;;
3520608;São Paulo;Presidente Prudente;Presidente Prudente;Indiana;Área Rural;;;;;
3520707;São Paulo;São José do Rio Preto;Fernandópolis;Indiaporã;Área Rural;;;;;
3520806;São Paulo;Presidente Prudente;Adamantina;Inúbia Paulista;Área Rural;;;;;
3520905;São Paulo;Assis;Ourinhos;Ipaussu;Área Rural;;;;;
3521002;São Paulo;Macro Metropolitana Paulista;Sorocaba;Iperó;Área Rural;;;;;
3521101;São Paulo;Piracicaba;Rio Claro;Ipeúna;Área Rural;;;;;
3521150;São Paulo;São José do Rio Preto;São José do Rio Preto;Ipiguá;Área Rural;;;;;
3521200;São Paulo;Itapetininga;Capão Bonito;Iporanga;Área Rural;;;;;
3521309;São Paulo;Ribeirão Preto;São Joaquim da Barra;Ipuã;Área Rural;;;;;
3521408;São Paulo;Piracicaba;Limeira;Iracemápolis;Área Rural;;;;;
3521507;São Paulo;São José do Rio Preto;Novo Horizonte;Irapuã;Área Rural;;;;;
3521606;São Paulo;Presidente Prudente;Adamantina;Irapuru;Área Rural;;;;;
3521705;São Paulo;Itapetininga;Itapeva;Itaberá;Área Rural;;;;;
3521804;São Paulo;Bauru;Avaré;Itaí;Área Rural;;;;;
3521903;São Paulo;São José do Rio Preto;Novo Horizonte;Itajobi;Área Rural;;;;;
3522000;São Paulo;Bauru;Jaú;Itaju;Área Rural;;;;;
3522109;São Paulo;Litoral Sul Paulista;Itanhaém;Itanhaém;Centro Urbano;;;;;
3522158;São Paulo;Itapetininga;Capão Bonito;Itaoca;Área Rural;;;;;
3522208;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Itapecerica da Serra;Centro Urbano;;;;;
3522307;São Paulo;Itapetininga;Itapetininga;Itapetininga;Centro Urbano;;;;;
3522406;São Paulo;Itapetininga;Itapeva;Itapeva;Centro Urbano;;;;;
3522505;São Paulo;Metropolitana de São Paulo;Osasco;Itapevi;Área Rural;;;;;
3522604;São Paulo;Campinas;Mogi Mirim;Itapira;Área Rural;;;;;
3522653;São Paulo;Itapetininga;Capão Bonito;Itapirapuã Paulista;Área Rural;;;;;
3522703;São Paulo;Araraquara;Araraquara;Itápolis;Área Rural;;;;;
3522802;São Paulo;Itapetininga;Itapeva;Itaporanga;Área Rural;;;;;
3522901;São Paulo;Bauru;Jaú;Itapuí;Área Rural;;;;;
3523008;São Paulo;Araçatuba;Andradina;Itapura;Área Rural;;;;;
3523107;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Itaquaquecetuba;Área Rural;;;;;
3523206;São Paulo;Itapetininga;Itapeva;Itararé;Área Rural;;;;;
3523305;São Paulo;Litoral Sul Paulista;Itanhaém;Itariri;Área Rural;;;;;
3523404;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Itatiba;Área Rural;;;;;
3523503;São Paulo;Bauru;Avaré;Itatinga;Área Rural;;;;;
3523602;São Paulo;Piracicaba;Rio Claro;Itirapina;Área Rural;;;;;
3523701;São Paulo;Ribeirão Preto;Franca;Itirapuã;Área Rural;;;;;
3523800;São Paulo;Campinas;São João da Boa Vista;Itobi;Área Rural;;;;;
3523909;São Paulo;Macro Metropolitana Paulista;Sorocaba;Itu;Área Rural;;;;;
3524006;São Paulo;Macro Metropolitana Paulista;Jundiaí;Itupeva;Área Rural;;;;;
3524105;São Paulo;Ribeirão Preto;Ituverava;Ituverava;Centro Urbano;;;;;
3524204;São Paulo;Ribeirão Preto;São Joaquim da Barra;Jaborandi;Área Rural;;;;;
3524303;São Paulo;Ribeirão Preto;Jaboticabal;Jaboticabal;Centro Urbano;;;;;
3524402;São Paulo;Vale do Paraíba Paulista;São José dos Campos;Jacareí;Área Rural;;;;;
3524501;São Paulo;São José do Rio Preto;São José do Rio Preto;Jaci;Área Rural;;;;;
3524600;São Paulo;Litoral Sul Paulista;Registro;Jacupiranga;Área Rural;;;;;
3524709;São Paulo;Campinas;Campinas;Jaguariúna;Área Rural;;;;;
3524808;São Paulo;São José do Rio Preto;Jales;Jales;Centro Urbano;;;;;
3524907;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Jambeiro;Área Rural;;;;;
3525003;São Paulo;Metropolitana de São Paulo;Osasco;Jandira;Área Rural;;;;;
3525102;São Paulo;Ribeirão Preto;Ribeirão Preto;Jardinópolis;Área Rural;;;;;
3525201;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Jarinu;Área Rural;;;;;
3525300;São Paulo;Bauru;Jaú;Jaú;Centro Urbano;;;;;
3525409;São Paulo;Ribeirão Preto;Franca;Jeriquara;Área Rural;;;;;
3525508;São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Joanópolis;Área Rural;;;;;
3525607;São Paulo;Presidente Prudente;Presidente Prudente;João Ramalho;Área Rural;;;;;
3525706;São Paulo;São José do Rio Preto;São José do Rio Preto;José Bonifácio;Área Rural;;;;;
3525805;São Paulo;Bauru;Lins;Júlio Mesquita;Área Rural;;;;;
3525854;São Paulo;Piracicaba;Piracicaba;Jumirim;Área Rural;;;;;
3525904;São Paulo;Macro Metropolitana Paulista;Jundiaí;Jundiaí;Centro Urbano;;;;;
3526001;São Paulo;Presidente Prudente;Dracena;Junqueirópolis;Área Rural;;;;;
3526100;São Paulo;Litoral Sul Paulista;Registro;Juquiá;Área Rural;;;;;
3526209;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Juquitiba;Área Rural;;;;;
3526308;São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Lagoinha;Área Rural;;;;;
3526407;São Paulo;Itapetininga;Tatuí;Laranjal Paulista;Área Rural;;;;;
3526506;São Paulo;Araçatuba;Araçatuba;Lavínia;Área Rural;;;;;
3526605;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Lavrinhas;Área Rural;;;;;
3526704;São Paulo;Piracicaba;Limeira;Leme;Área Rural;;;;;
3526803;São Paulo;Bauru;Bauru;Lençóis Paulista;Área Rural;;;;;
3526902;São Paulo;Piracicaba;Limeira;Limeira;Centro Urbano;;;;;
3527009;São Paulo;Campinas;Amparo;Lindóia;Área Rural;;;;;
3527108;São Paulo;Bauru;Lins;Lins;Centro Urbano;;;;;
3527207;São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Lorena;Área Rural;;;;;
3527256;São Paulo;Araçatuba;Birigui;Lourdes;Área Rural;;;;;
3527306;São Paulo;Macro Metropolitana Paulista;Jundiaí;Louveira;Área Rural;;;;;
3527405;São Paulo;Presidente Prudente;Adamantina;Lucélia;Área Rural;;;;;
3527504;São Paulo;Bauru;Bauru;Lucianópolis;Área Rural;;;;;
3527603;São Paulo;Ribeirão Preto;Ribeirão Preto;Luís Antônio;Área Rural;;;;;
3527702;São Paulo;Araçatuba;Birigui;Luiziânia;Área Rural;;;;;
3527801;São Paulo;Marília;Marília;Lupércio;Área Rural;;;;;
3527900;São Paulo;Assis;Assis;Lutécia;Área Rural;;;;;
3528007;São Paulo;Bauru;Jaú;Macatuba;Área Rural;;;;;
3528106;São Paulo;São José do Rio Preto;Nhandeara;Macaubal;Área Rural;;;;;
3528205;São Paulo;São José do Rio Preto;Fernandópolis;Macedônia;Área Rural;;;;;
3528304;São Paulo;São José do Rio Preto;Auriflama;Magda;Área Rural;;;;;
3528403;São Paulo;Macro Metropolitana Paulista;Sorocaba;Mairinque;Área Rural;;;;;
3528502;São Paulo;Metropolitana de São Paulo;Franco da Rocha;Mairiporã;Área Rural;;;;;
3528601;São Paulo;Assis;Ourinhos;Manduri;Área Rural;;;;;
3528700;São Paulo;Presidente Prudente;Presidente Prudente;Marabá Paulista;Área Rural;;;;;
3528809;São Paulo;Assis;Assis;Maracaí;Área Rural;;;;;
3528858;São Paulo;São José do Rio Preto;Novo Horizonte;Marapoama;Área Rural;;;;;
3528908;São Paulo;Presidente Prudente;Adamantina;Mariápolis;Área Rural;;;;;
3529005;São Paulo;Marília;Marília;Marília;Centro Urbano;;;;;
3529104;São Paulo;São José do Rio Preto;Jales;Marinópolis;Área Rural;;;;;
3529203;São Paulo;Presidente Prudente;Presidente Prudente;Martinópolis;Área Rural;;;;;
3529302;São Paulo;Araraquara;Araraquara;Matão;Área Rural;;;;;
3529401;São Paulo;Metropolitana de São Paulo;São Paulo;Mauá;Área Rural;;;;;
3529500;São Paulo;São José do Rio Preto;São José do Rio Preto;Mendonça;Área Rural;;;;;
3529609;São Paulo;São José do Rio Preto;Fernandópolis;Meridiano;Área Rural;;;;;
3529658;São Paulo;São José do Rio Preto;Jales;Mesópolis;Área Rural;;;;;
3529708;São Paulo;Ribeirão Preto;São Joaquim da Barra;Miguelópolis;Área Rural;;;;;
3529807;São Paulo;Bauru;Jaú;Mineiros do Tietê;Área Rural;;;;;
3530003;São Paulo;São José do Rio Preto;Fernandópolis;Mira Estrela;Área Rural;;;;;
3529906;São Paulo;Litoral Sul Paulista;Registro;Miracatu;Área Rural;;;;;
3530102;São Paulo;Araçatuba;Andradina;Mirandópolis;Área Rural;;;;;
3530201;São Paulo;Presidente Prudente;Presidente Prudente;Mirante do Paranapanema;Área Rural;;;;;
3530300;São Paulo;São José do Rio Preto;São José do Rio Preto;Mirassol;Área Rural;;;;;
3530409;São Paulo;São José do Rio Preto;São José do Rio Preto;Mirassolândia;Área Rural;;;;;
3530508;São Paulo;Campinas;São João da Boa Vista;Mococa;Área Rural;;;;;
3530607;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Mogi das Cruzes;Centro Urbano;;;;;
3530706;São Paulo;Campinas;Mogi Mirim;Mogi Guaçu;Área Rural;;;;;
3530805;São Paulo;Campinas;Mogi Mirim;Mogi Mirim;Centro Urbano;;;;;
3530904;São Paulo;Piracicaba;Piracicaba;Mombuca;Área Rural;;;;;
3531001;São Paulo;São José do Rio Preto;Nhandeara;Monções;Área Rural;;;;;
3531100;São Paulo;Litoral Sul Paulista;Itanhaém;Mongaguá;Área Rural;;;;;
3531209;São Paulo;Campinas;Amparo;Monte Alegre do Sul;Área Rural;;;;;
3531308;São Paulo;Ribeirão Preto;Jaboticabal;Monte Alto;Área Rural;;;;;
3531407;São Paulo;São José do Rio Preto;Nhandeara;Monte Aprazível;Área Rural;;;;;
3531506;São Paulo;Ribeirão Preto;Jaboticabal;Monte Azul Paulista;Área Rural;;;;;
3531605;São Paulo;Presidente Prudente;Dracena;Monte Castelo;Área Rural;;;;;
3531803;São Paulo;Campinas;Campinas;Monte Mor;Área Rural;;;;;
